Number;Name;Released_date;Retired_date;Retail;Value
41608-1;Han Solo;02.04.2018;27.11.2018;9.99;26.55
41609-1;Chewbacca;02.04.2018;25.11.2018;9.99;52.80
41611-1;Marty McFly & Doc Brown;18.04.2018;24.11.2018;19.99;57.65
41613-1;Mr. Incredible & Frozone;21.04.2018;28.01.2019;19.99;43.65
41614-1;Owen & Blue;17.04.2018;05.04.2019;19.99;26.40
5005376-1;Star Wars Anniversary Pod;01.04.2018;01.04.2020;0.00;19.79
911833-1;Imperial Shuttle;01.04.2018;01.05.2018;0.00;3.59
40288-1;BB-8;04.05.2018;04.05.2018;0.00;14.96
41610-1;Tactical Batman & Superman;02.05.2018;30.01.2019;19.99;74.42
70650-1;Destiny's Wing;01.08.2018;06.02.2020;19.99;32.27
70651-1;Throne Room Showdown;01.08.2018;01.08.2019;19.99;40.30
70652-1;Stormbringer;01.08.2018;22.01.2020;39.99;85.73
70653-1;Firstbourne;01.08.2018;11.01.2020;69.99;109.32
70654-1;Dieselnaut;01.08.2018;08.01.2020;99.99;249.92
70655-1;Dragon Pit;01.08.2018;17.01.2020;139.99;221.94
75206-1;Jedi and Clone Troopers Battle Pack;14.04.2018;14.08.2019;16.99;43.01
75207-1;Imperial Patrol Battle Pack;14.04.2018;31.12.2018;16.99;24.93
75208-1;Yoda's Hut;14.04.2018;30.11.2019;29.99;40.70
75209-1;Han Solo's Landspeeder;14.04.2018;18.08.2019;29.99;29.51
75210-1;Moloch's Landspeeder;14.04.2018;04.12.2019;49.99;40.40
75211-1;Imperial TIE Fighter;14.04.2018;01.08.2019;69.99;180.22
75212-1;Kessel Run Millennium Falcon;14.04.2018;13.02.2020;169.99;199.03
75535-1;Han Solo;14.04.2018;01.05.2019;29.99;24.57
75536-1;Range Trooper;14.04.2018;13.12.2018;29.99;67.01
75537-1;Darth Maul;14.04.2018;02.01.2019;29.99;71.96
10717-1;Extra Large Brick Box;01.08.2018;23.03.2022;59.99;64.47
21041-1;Great Wall of China;01.08.2018;30.11.2019;49.99;73.32
21042-1;Statue of Liberty;02.06.2018;13.03.2025;99.99;105.59
41156-1;Rapunzel's Castle Bedroom;01.08.2018;01.04.2019;19.99;24.71
41157-1;Rapunzel's Travelling Caravan;01.08.2018;01.09.2019;39.99;39.42
41341-1;Andrea's Bedroom;02.06.2018;10.12.2018;9.99;12.80
41342-1;Emma's Deluxe Bedroom;02.06.2018;28.12.2018;14.99;25.81
41343-1;Heartlake City Airplane Tour;01.08.2018;04.08.2019;29.99;35.19
41344-1;Andrea's Accessories Store;01.08.2018;12.01.2020;29.99;31.51
41345-1;Heartlake City Pet Centre;01.08.2018;30.11.2019;59.99;104.98
41346-1;Friendship Box;01.08.2018;10.06.2020;49.99;41.29
41347-1;Heartlake City Resort;01.08.2018;15.02.2020;99.99;153.55
41348-1;Service & Care Truck;02.06.2018;19.08.2019;19.99;19.04
41349-1;Drifting Diner;02.06.2018;12.08.2019;29.99;34.36
41350-1;Spinning Brushes Car Wash;01.08.2018;15.07.2019;29.99;39.11
41351-1;Creative Tuning Shop;02.06.2018;27.01.2020;39.99;36.55
41352-1;The Big Race Day;02.06.2018;15.09.2019;59.99;52.25
60202-1;People Pack Outdoor Adventures;02.06.2018;02.12.2019;39.99;48.53
70644-1;Golden Dragon Master;02.06.2018;24.03.2019;14.99;21.98
70645-1;Cole Dragon Master;02.06.2018;06.04.2019;14.99;16.23
70646-1;Jay Dragon Master;02.06.2018;01.04.2019;14.99;17.59
70647-1;Kai Dragon Master;02.06.2018;05.04.2019;14.99;22.77
70648-1;Zane Dragon Master;02.06.2018;04.07.2019;14.99;16.83
70658-1;Oni Titan;01.08.2018;02.08.2019;49.99;114.27
853780-1;Creative Rings;02.06.2018;02.06.2020;9.99;17.59
951807-1;Race Car;01.01.2018;01.02.2018;0.00;4.06
PORG-1;Porg;04.05.2018;06.05.2018;0.00;15.43
911836-1;Quadjumper;01.06.2018;04.07.2018;0.00;3.85
30381-1;Imperial TIE Fighter;01.01.2018;01.01.2020;3.51;6.12
30407-1;Harry's Journey to Hogwarts;01.07.2018;01.06.2020;3.99;4.65
30547-1;Dragon Hunter;01.01.2018;01.01.2020;0.00;5.72
41615-1;Harry Potter & Hedwig;02.07.2018;03.12.2018;14.99;52.76
41616-1;Hermione Granger;02.07.2018;08.12.2018;9.99;35.20
41617-1;Elsa;02.07.2018;06.04.2019;9.99;26.52
41618-1;Anna & Olaf;11.07.2018;30.01.2019;14.99;37.80
41619-1;Darth Vader;11.07.2018;09.03.2019;9.99;33.62
41620-1;Stormtrooper;11.07.2018;05.01.2019;9.99;42.79
41621-1;Ron Weasley & Albus Dumbledore;02.07.2018;06.01.2019;19.99;65.99
41622-1;Peter Venkman & Slimer;07.08.2018;21.01.2019;19.99;72.26
41623-1;Ariel & Ursula;06.07.2018;05.03.2019;19.99;113.63
75950-1;Aragog's Lair;24.08.2018;13.01.2020;19.99;25.34
75953-1;Hogwarts Whomping Willow;24.08.2018;08.12.2021;79.99;63.36
75954-1;Hogwarts Great Hall;24.08.2018;02.08.2021;99.99;98.35
75955-1;Hogwarts Express;05.09.2018;20.11.2022;79.99;67.91
75956-1;Quidditch Match;24.08.2018;26.11.2020;39.99;57.19
5005237-1;Rings;01.01.2018;01.01.2020;4.99;7.33
561806-1;Beach Shop;01.01.2018;01.02.2018;0.00;3.45
911837-1;AT-ST;01.08.2018;01.09.2018;0.00;3.38
21145-1;The Skull Arena;01.08.2018;20.06.2020;19.99;34.49
21146-1;The Skeleton Attack;01.08.2018;14.12.2018;49.99;78.68
21147-1;The Bedrock Adventures;01.08.2018;12.06.2019;89.99;123.16
21311-1;Voltron;01.08.2018;02.12.2019;179.99;305.74
30498-1;Imperial AT-Hauler;01.01.2018;01.01.2020;2.46;4.60
41612-1;Steve & Creeper;01.08.2018;29.01.2019;19.99;120.75
41624-1;Mickey Mouse;21.08.2018;27.11.2018;9.99;69.16
41625-1;Minnie Mouse;21.08.2018;24.11.2018;9.99;83.42
71043-1;Hogwarts Castle;01.09.2018;13.03.2025;469.99;413.59
75203-1;Hoth Medical Chamber;01.08.2018;07.09.2019;39.99;51.35
75214-1;Anakin's Jedi Starfighter;01.08.2018;10.08.2020;29.99;57.19
75215-1;Cloud-Rider Swoop Bikes;01.08.2018;07.09.2019;29.99;41.69
75216-1;Snoke's Throne Room;01.08.2018;09.09.2019;69.99;82.90
75217-1;Imperial Conveyex Transport;01.08.2018;07.10.2019;89.99;158.99
75218-1;X-wing Starfighter;01.08.2018;30.11.2019;99.99;109.53
75219-1;Imperial AT-Hauler;01.08.2018;06.09.2019;99.99;132.56
75220-1;Sandcrawler;01.08.2018;26.11.2019;129.99;174.42
75221-1;Imperial Landing Craft;01.08.2018;23.11.2019;89.99;150.66
75512-1;San Diego Comic-Con Millennium Falcon Cockpit;19.07.2018;19.07.2018;39.99;306.64
471801-1;Dolphin and Crab;01.01.2018;01.01.2020;0.00;4.32
561807-1;Beach Shop;01.01.2018;01.01.2020;0.00;3.95
561808-1;Dog Hairdresser Salon;01.01.2018;01.01.2020;0.00;4.10
911838-1;Probe Droid;01.09.2018;01.10.2018;0.00;15.31
40272-1;Witch;02.09.2018;23.10.2019;6.99;10.11
40273-1;Turkey;02.10.2018;01.03.2021;6.99;11.86
40274-1;Mr. & Mrs. Claus;02.10.2018;21.09.2021;13.99;23.47
75222-1;Betrayal at Cloud City;02.10.2018;23.11.2019;349.99;818.43
561809-1;Andrea's Stage;01.01.2018;01.01.2020;0.00;3.65
41626-1;Groot & Rocket;02.10.2018;24.01.2019;14.99;66.86
41627-1;Luke & Yoda;02.10.2018;06.04.2019;14.99;64.43
41628-1;Princess Leia;02.10.2018;09.03.2019;9.99;30.91
41629-1;Boba Fett;02.10.2018;06.01.2019;9.99;67.03
41630-1;Jack Skellington & Sally;02.10.2018;16.12.2018;19.99;97.27
41631-1;Newt Scamander & Gellert Grindelwald;02.10.2018;13.02.2019;19.99;53.53
41632-1;Homer Simpson & Krusty the Clown;02.10.2018;14.12.2018;19.99;79.12
75230-1;Porg;02.10.2018;07.12.2019;69.99;112.68
75251-1;Darth Vader's Castle;02.12.2018;01.10.2021;129.99;153.99
951809-1;Garbageman Gary;07.11.2018;07.12.2018;0.00;3.92
41364-1;Stephanie's Buggy & Trailer;01.01.2019;06.02.2020;19.99;19.70
41365-1;Emma's Art Studio;01.01.2019;02.12.2019;24.99;43.30
41366-1;Olivia's Cupcake Cafe;01.01.2019;26.11.2020;29.99;29.32
60220-1;Garbage Truck;27.12.2018;10.12.2021;19.99;18.61
60222-1;Snow Groomer;27.12.2018;14.11.2020;19.99;28.55
21315-1;Pop-Up Book;02.11.2018;01.09.2020;69.99;63.12
40289-1;Diagon Alley;09.11.2018;21.11.2018;0.00;66.40
40303-1;Vehicle Set;01.01.2018;01.01.2020;0.00;4.81
40315-1;Ninjago Board Game;01.01.2018;01.01.2020;0.00;8.50
5005238-1;Pet Go-Kart Racers;25.07.2018;30.07.2018;0.00;6.16
561804-1;Bunnies' Playground;01.01.2018;01.01.2020;0.00;3.94
561805-1;Veterinary Cabinet;01.01.2018;01.01.2020;0.00;4.32
561810-1;Olivia's Observatory;01.01.2018;01.01.2020;0.00;2.91
561811-1;Winter World;01.01.2018;01.01.2020;0.00;3.62
891844-1;Nitro;05.12.2018;31.12.2018;0.00;4.42
911841-1;Poe Dameron's X-Wing;03.10.2018;07.11.2018;0.00;2.63
911842-1;Star Destroyer;01.01.2019;01.02.2019;0.00;3.59
10264-1;Corner Garage;02.01.2019;15.12.2021;179.99;204.82
41354-1;Andrea's Heart Box;02.01.2019;18.08.2019;7.99;8.79
41355-1;Emma's Heart Box;02.01.2019;04.08.2019;7.99;11.22
41356-1;Stephanie's Heart Box;02.01.2019;26.07.2019;7.99;10.56
41357-1;Olivia's Heart Box;02.01.2019;10.08.2019;7.99;9.86
41358-1;Mia's Heart Box;02.01.2019;04.08.2019;7.99;10.21
41359-1;Heart Box Friendship Pack;02.01.2019;12.01.2020;19.99;21.70
41360-1;Emma's Mobile Veterinary Clinic;02.01.2019;01.02.2021;9.99;10.25
41361-1;Mia's Foal Stable;02.01.2019;26.12.2020;19.99;21.12
41363-1;Mia's Forest Adventures;02.01.2019;11.01.2020;14.99;13.90
41367-1;Stephanie's Obstacle Course;02.01.2019;22.11.2020;39.99;45.36
41368-1;Andrea's Talent Show;02.01.2019;31.03.2020;49.99;45.40
41369-1;Mia's House;02.01.2019;01.12.2020;69.99;70.77
41383-1;Olivia's Hamster Playground;02.01.2019;01.07.2020;9.99;11.70
60240-1;Kayak Adventure;02.01.2019;22.12.2019;9.99;14.26
11001-1;Bricks and Ideas;02.01.2019;02.01.2021;9.99;9.20
11003-1;Bricks and Eyes;02.01.2019;29.12.2020;29.99;35.30
11005-1;Creative Fun;02.01.2019;26.11.2020;34.99;40.34
21148-1;Minecraft Steve BigFig with Parrot;02.01.2019;24.01.2020;14.99;38.02
21150-1;Minecraft Skeleton BigFig with Magma Cube;02.01.2019;10.01.2020;14.99;33.60
30393-1;Steve and Creeper Set;02.01.2019;02.01.2021;0.00;9.80
30409-1;Emma's Bumper Cars;02.06.2019;15.03.2021;3.99;9.47
30533-1;Sam-X;01.01.2019;01.01.2021;3.99;3.93
30572-1;Race Car;01.01.2019;01.01.2021;0.00;2.90
40348-1;Birthday Clown;02.01.2019;01.03.2023;9.99;10.35
40354-1;Dragon Dance Guy;02.01.2019;30.01.2021;9.99;11.63
41158-1;Jasmine's Petite Tower;02.01.2019;11.01.2020;9.99;10.72
41159-1;Cinderella's Carriage Ride;02.01.2019;28.03.2019;19.99;31.18
41160-1;Ariel's Castle;02.01.2019;08.01.2020;24.99;35.17
41161-1;Aladdin's and Jasmine's Palace Adventures;02.01.2019;10.01.2020;29.99;53.79
41162-1;Ariel. Aurora. and Tiana's Royal Celebration;02.01.2019;03.12.2019;44.99;60.86
41163-1;Rapunzel's Small Tower;02.01.2019;12.01.2020;9.99;11.30
70659-1;Spinjitzu Kai;02.01.2019;26.01.2020;9.99;23.55
70660-1;Spinjitzu Jay;02.01.2019;02.02.2020;9.99;26.39
70661-1;Spinjitzu Zane;02.01.2019;09.02.2020;9.99;39.05
70662-1;Spinjitzu Cole;02.01.2019;12.12.2019;9.99;24.40
70663-1;Spinjitzu Nya & Wu;02.01.2019;30.01.2020;19.99;49.86
70664-1;Spinjitzu Lloyd vs. Garmadon;02.01.2019;12.01.2020;19.99;42.85
70665-1;The Samurai Mech;02.01.2019;03.12.2020;14.99;32.63
70666-1;The Golden Dragon;02.01.2019;01.11.2020;19.99;29.65
70667-1;Kai's Blade Cycle & Zane's Snowmobile;02.01.2019;23.06.2020;29.99;46.56
70668-1;Jay's Storm Fighter;02.01.2019;01.11.2020;39.99;70.36
70669-1;Cole's Earth Driller;02.01.2019;04.12.2019;49.99;98.74
70670-1;Monastery of Spinjitzu;02.01.2019;21.11.2020;79.99;145.05
70679-1;The Ultra Dragon;02.01.2019;26.11.2020;89.99;132.00
70680-1;Monastery Training;02.01.2019;11.01.2020;9.99;12.79
75223-1;Naboo Starfighter Microfighter;02.01.2019;13.01.2020;9.99;13.67
75224-1;Sith Infiltrator Microfighter;02.01.2019;20.12.2019;9.99;23.44
75225-1;Elite Praetorian Guard Battle Pack;02.01.2019;02.12.2019;14.99;29.33
75226-1;Inferno Squad Battle Pack;02.01.2019;09.12.2019;14.99;47.79
75228-1;Escape Pod vs. Dewback Microfighters;02.01.2019;02.12.2019;19.99;39.66
75229-1;Death Star Escape;02.01.2019;03.12.2019;29.99;39.59
75233-1;Droid Gunship;02.01.2019;02.12.2019;59.99;154.78
75234-1;AT-AP Walker;02.01.2019;08.07.2020;69.99;174.78
75235-1;X-wing Starfighter Trench Run;02.01.2019;18.11.2020;29.99;38.90
75237-1;TIE Fighter Attack;02.01.2019;02.05.2020;19.99;31.03
75247-1;Rebel A-wing Starfighter;02.01.2019;10.01.2020;14.99;22.76
75890-1;Ferrari F40 Competizione;02.01.2019;01.09.2021;14.99;14.51
75891-1;Chevrolet Camaro ZL1 Race Car;02.01.2019;15.07.2021;14.99;15.84
75894-1;1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy;02.01.2019;18.11.2020;49.99;54.49
853899-1;Lloyd's Kendo Training Pod;02.01.2019;06.03.2020;8.99;36.08
11002-1;Basic Brick Set;02.01.2019;02.01.2021;19.99;20.19
21149-1;Minecraft Alex BigFig with Chicken;02.01.2019;11.01.2020;14.99;25.41
21151-1;The End Battle;02.01.2019;10.02.2022;19.99;32.55
21152-1;Pirate Ship;02.01.2019;10.11.2021;49.99;43.96
30364-1;Popcorn Cart;01.01.2019;01.01.2021;0.00;7.15
30408-1;Tulips;01.01.2019;01.01.2021;4.39;4.77
40349-1;Valentine's Puppy;02.01.2019;03.01.2020;9.99;24.32
911944-1;Resistance Bomber;05.02.2019;06.03.2019;0.00;3.95
21316-1;The Flintstones;02.03.2019;11.01.2021;59.99;67.66
30534-1;Ninja Workout;01.01.2019;01.01.2021;5.99;11.56
30535-1;Fire Flight;01.01.2019;01.01.2021;5.99;5.69
40350-1;Easter Chick;02.02.2019;06.01.2020;9.99;12.80
40360-1;Name Sign;01.03.2019;24.04.2019;9.99;22.26
41634-1;Emmet;02.01.2019;01.02.2019;13.19;114.40
41635-1;Wyldstyle;02.01.2019;01.02.2019;13.19;87.99
41636-1;Benny;01.02.2019;19.02.2019;8.79;132.13
41637-1;Sweet Mayhem;01.02.2019;19.02.2019;8.79;64.89
75892-1;McLaren Senna;02.01.2019;15.08.2021;14.99;15.90
75893-1;2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R.T;02.01.2019;10.07.2021;39.99;31.36
853866-1;Oni Battle Pack;05.01.2019;01.02.2021;12.99;70.39
21317-1;Steamboat Willie;01.04.2019;28.11.2020;89.99;111.90
30383-1;Naboo Starfighter;01.01.2019;01.01.2021;0.00;5.24
30384-1;Snowspeeder;01.01.2019;01.01.2021;3.51;4.25
30461-1;Podracer;01.01.2019;01.01.2021;0.00;5.10
40333-1;Battle of Hoth - 20th Anniversary Edition;04.05.2019;04.05.2019;0.00;34.50
75227-1;Darth Vader Bust;11.04.2019;12.04.2019;39.99;131.12
75236-1;Duel on Starkiller Base;01.04.2019;12.06.2020;19.99;29.63
75238-1;Action Battle Endor Assault;01.04.2019;03.01.2021;29.99;28.90
75239-1;Hoth Generator Attack;01.04.2019;01.05.2021;29.99;28.64
75240-1;Major Vonreg's TIE Fighter;01.04.2019;12.01.2021;69.99;102.14
75241-1;Action Battle Echo Base Defence;01.04.2019;07.12.2020;59.99;56.94
75242-1;Black Ace TIE Interceptor;01.04.2019;08.12.2020;49.99;57.46
75243-1;Slave I – 20th Anniversary Edition;01.04.2019;28.11.2020;119.99;170.70
75244-1;Tantive IV;05.05.2019;20.12.2020;199.99;247.33
75258-1;Anakin's Podracer – 20th Anniversary Edition;01.04.2019;12.01.2021;29.99;44.00
75259-1;Snowspeeder – 20th Anniversary Edition;01.04.2019;16.12.2019;39.99;114.39
75261-1;Clone Scout Walker  – 20th Anniversary Edition;01.04.2019;15.04.2020;29.99;68.67
75262-1;Imperial Dropship  – 20th Anniversary Edition;01.04.2019;11.12.2019;19.99;39.59
561902-1;Shop with Costumes;01.01.2019;01.01.2021;0.00;2.67
911945-1;Slave I;06.03.2019;03.04.2019;0.00;2.98
911946-1;U-Wing;04.04.2019;08.05.2019;0.00;3.75
21045-1;Trafalgar Square;02.08.2019;25.01.2022;79.99;75.93
40335-1;Space Rocket Ride;05.06.2019;18.06.2019;11.43;22.61
40342-1;Minifigure Pack;12.06.2019;03.12.2019;12.99;17.60
60232-1;Garage Centre;02.08.2019;05.12.2020;39.99;44.15
60233-1;Donut Shop Opening;02.08.2019;01.01.2021;79.99;88.92
60234-1;People Pack Fun Fair;02.08.2019;03.12.2020;39.99;39.60
70671-1;Lloyd's Journey;02.08.2019;02.07.2020;14.99;23.05
70672-1;Cole's Dirt Bike;01.07.2019;01.01.2021;19.99;32.21
70673-1;Shuricopter;02.08.2019;08.12.2020;29.99;63.20
70674-1;Fire Fang;02.08.2019;01.02.2021;44.99;65.99
70675-1;Katana 4X4;02.08.2019;07.12.2020;49.99;66.57
70676-1;Lloyd's Titan Mech;02.08.2019;06.12.2020;69.99;194.64
70677-1;Land Bounty;02.08.2019;01.12.2020;129.99;211.18
70678-1;Castle of the Forsaken Emperor;01.06.2019;01.12.2020;99.99;172.31
561905-1;Andrea's Booth with Waffles;01.01.2019;01.01.2021;0.00;2.30
891950-1;Daddy No Legs;22.05.2019;15.06.2019;0.00;3.50
911948-1;AT-M6;06.06.2019;03.07.2019;0.00;3.37
XWING-1;Mini X-Wing Fighter;03.05.2019;06.05.2019;0.00;13.23
11004-1;Windows of Creativity;02.08.2019;12.01.2021;29.99;44.00
21046-1;Empire State Building;02.08.2019;20.01.2022;99.99;118.57
30410-1;Mia's Water Fun;01.01.2019;01.01.2021;0.00;2.68
40367-1;Lady Liberty;12.06.2019;01.04.2023;9.99;10.32
41337-1;Underwater Loop;02.08.2019;01.12.2020;29.99;26.40
41362-1;Heartlake City Supermarket;02.08.2019;01.06.2020;29.99;33.11
41371-1;Mia's Horse Trailer;02.08.2019;01.01.2021;29.99;29.16
41372-1;Stephanie's Gymnastics Show;02.08.2019;21.07.2020;29.99;85.38
41373-1;Funny Octopus Ride;02.08.2019;01.12.2020;39.99;37.74
41374-1;Andrea's Pool Party;02.08.2019;01.12.2020;49.99;49.50
41375-1;Heartlake City Amusement Pier;02.08.2019;01.01.2021;129.99;119.20
41376-1;Turtles Rescue Mission;01.07.2019;11.06.2020;19.99;26.39
41378-1;Dolphins Rescue Mission;02.08.2019;31.12.2020;39.99;37.85
41379-1;Heartlake City Restaurant;02.08.2019;01.03.2021;59.99;56.21
41380-1;Lighthouse Rescue Centre;02.08.2019;01.02.2021;59.99;59.03
41381-1;Rescue Mission Boat;02.08.2019;01.01.2021;89.99;88.55
41384-1;Andrea's Summer Heart Box;02.08.2019;19.01.2020;7.99;10.00
41385-1;Emma's Summer Heart Box;02.08.2019;24.01.2020;7.99;12.65
41386-1;Stephanie's Summer Heart Box;02.08.2019;12.01.2020;7.99;9.80
41387-1;Olivia's Summer Heart Box;02.08.2019;24.01.2020;7.99;8.73
41388-1;Mia's Summer Heart Box;02.08.2019;12.01.2020;7.99;12.37
70681-1;Spinjitzu Slam Lloyd;02.08.2019;16.08.2020;9.99;13.19
70682-1;Spinjitzu Slam Jay;02.08.2019;21.07.2020;9.99;11.28
70683-1;Spinjitzu Slam Zane;02.08.2019;20.07.2020;9.99;24.46
70684-1;Spinjitzu Slam Kai vs. Samurai;02.08.2019;20.07.2020;19.99;30.50
75945-1;Expecto Patronum;01.07.2019;01.01.2021;19.99;22.55
75946-1;Hungarian Horntail Triwizard Challenge;01.07.2019;25.11.2020;34.99;35.20
75947-1;Hagrid's Hut: Buckbeak's Rescue;01.07.2019;10.11.2021;59.99;54.82
75948-1;Hogwarts Clock Tower;01.07.2019;01.12.2022;89.99;75.18
75957-1;The Knight Bus;01.07.2019;15.01.2022;39.99;43.99
561906-1;Robot on Paddleboard;01.01.2019;01.01.2021;0.00;2.04
21153-1;The Wool Farm;01.07.2019;11.10.2021;19.99;18.47
21318-1;Treehouse;24.07.2019;13.03.2025;249.99;219.99
75253-1;Droid Commander;26.06.2019;26.02.2021;199.99;192.56
471904-1;Show Jump;01.01.2019;01.01.2021;0.00;3.65
911949-1;Millennium Falcon;01.08.2019;01.09.2019;0.00;2.83
21154-1;The Blaze Bridge;02.08.2019;23.03.2022;39.99;35.23
21155-1;The Creeper Mine;02.08.2019;10.07.2021;79.99;92.78
21319-1;Central Perk;01.09.2019;21.11.2022;79.99;61.22
40351-1;Halloween Ghost;01.09.2019;18.10.2019;9.99;23.65
60203-1;Ski Resort;01.09.2019;22.11.2020;79.99;116.72
71044-1;Disney Train and Station;07.09.2019;20.12.2021;329.99;386.30
75522-1;Mini Boost Droid Commander;09.09.2019;15.09.2019;0.00;39.58
75895-1;1974 Porsche 911 Turbo 3.0;12.09.2019;15.07.2021;14.99;26.40
75958-1;Beauxbatons' Carriage: Arrival at Hogwarts;02.08.2019;01.01.2021;49.99;56.56
75965-1;The Rise of Voldemort;02.08.2019;01.01.2021;19.99;29.62
911950-1;B-Wing;27.07.2019;27.08.2019;0.00;3.70
40352-1;Scarecrow;02.10.2019;18.12.2019;9.99;14.58
40353-1;Reindeer. Elf & Elfie;02.10.2019;01.05.2021;19.99;22.15
40362-1;Battle of Endor;04.10.2019;06.10.2019;0.00;37.81
75232-1;Kylo Ren & Sith Trooper;04.10.2019;15.09.2020;19.99;28.71
75246-1;Death Star Cannon;04.10.2019;10.12.2021;19.99;18.73
75248-1;Resistance A-wing Starfighter;04.10.2019;20.03.2021;29.99;33.56
75249-1;Resistance Y-wing Starfighter;04.10.2019;01.11.2021;69.99;65.96
75250-1;Pasaana Speeder Chase;04.10.2019;20.07.2021;49.99;38.29
75254-1;AT-ST Raider;04.10.2019;23.03.2022;59.99;43.96
75255-1;Yoda;04.10.2019;26.10.2022;99.99;107.47
75256-1;Kylo Ren's Shuttle;04.10.2019;20.11.2021;119.99;144.54
75257-1;Millennium Falcon;04.10.2019;13.03.2025;169.99;149.59
77901-1;Sith Trooper Bust;18.07.2019;21.07.2019;39.60;525.24
561907-1;Ice Cream Parlour;01.01.2019;01.01.2021;0.00;2.45
911952-1;Jedi Interceptor;10.10.2019;06.11.2019;0.00;4.49
LUKE-1;Luke Skywalker Timeline;04.10.2019;06.10.2019;0.00;79.11
21320-1;Dinosaur Fossils;01.11.2019;20.01.2022;59.99;67.74
40379-1;Bear;02.01.2020;01.07.2021;9.99;16.33
40380-1;Easter Sheep;02.02.2020;22.01.2022;9.99;10.90
40383-1;Bride;02.01.2020;25.11.2023;12.99;11.83
40384-1;Groom;02.01.2020;13.03.2025;12.99;11.43
40436-1;Lucky Cat;02.01.2020;20.04.2022;9.99;16.43
10270-1;Bookshop;02.01.2020;20.12.2023;199.99;183.12
11006-1;Creative Blue Bricks;02.01.2020;01.01.2023;4.99;6.15
11007-1;Creative Green Bricks;02.01.2020;18.10.2021;4.99;4.87
11008-1;Bricks and Houses;02.01.2020;01.01.2023;19.99;18.72
11009-1;Shadow Theatre;01.01.2020;23.03.2022;29.99;31.68
21156-1;BigFig Creeper and Ocelot;02.01.2020;03.12.2020;14.99;26.88
21157-1;BigFig Pig with Baby Zombie;02.01.2020;03.12.2020;19.99;19.63
21158-1;The Panda Nursery;02.01.2020;26.12.2022;19.99;19.64
21159-1;The Pillager Outpost;02.01.2020;20.11.2021;29.99;34.50
21160-1;The Illager Raid;02.01.2020;01.12.2022;69.99;61.18
21162-1;The Taiga Adventure;02.01.2020;09.02.2022;9.99;12.72
30386-1;Poe Dameron's X-wing Fighter;01.05.2021;01.05.2023;3.99;6.15
41389-1;Ice Cream Cart;02.01.2020;22.11.2020;9.99;10.77
41390-1;Andrea's Car & Stage;02.01.2020;02.01.2022;19.99;21.07
41391-1;Heartlake City Hair Salon;02.01.2020;20.11.2021;19.99;23.80
41392-1;Nature Glamping;02.01.2020;02.01.2022;29.99;35.38
41393-1;Baking Competition;02.01.2020;30.11.2022;39.99;43.96
41394-1;Heartlake City Hospital;02.01.2020;10.11.2021;59.99;72.17
41395-1;Friendship Bus;02.01.2020;01.11.2022;69.99;75.37
41396-1;Puppy Playground;02.01.2020;02.01.2022;9.99;9.85
41397-1;Juice Truck;02.01.2020;27.11.2020;19.99;19.68
41400-1;Andrea's Play Cube - Singer;02.01.2020;24.03.2020;9.99;12.82
41401-1;Stephanie's Play Cube - Baker;02.01.2020;25.02.2020;9.99;14.65
41402-1;Olivia's Play Cube - Researcher;02.01.2020;14.03.2020;9.99;15.66
41403-1;Mia's Play Cube - Veterinarian;02.01.2020;09.03.2020;9.99;14.71
41404-1;Emma's Play Cube - Photographer;02.01.2020;05.03.2020;9.99;13.97
41431-1;Heartlake City Brick Box;02.01.2020;10.10.2021;39.99;64.73
43170-1;Moana's Ocean Adventure;02.01.2020;22.11.2020;9.99;15.83
43173-1;Aurora's Royal Carriage;02.01.2020;18.11.2020;9.99;14.86
43174-1;Mulan's Storybook Adventures;02.01.2020;08.12.2020;19.99;30.10
43176-1;Ariel's Storybook Adventures;02.01.2020;01.11.2021;19.99;30.76
43177-1;Belle's Storybook Adventures;02.01.2020;01.10.2021;19.99;26.58
43178-1;Cinderella's Castle Celebration;02.01.2020;20.02.2021;29.99;30.43
43182-1;Mulan's Training Grounds;02.01.2020;05.12.2020;29.99;36.10
43183-1;Moana's Island Home;02.01.2020;05.12.2020;29.99;73.93
60250-1;Mail Plane;02.01.2020;01.10.2021;9.99;9.86
60251-1;Monster Truck;02.01.2020;01.12.2021;9.99;11.22
60253-1;Ice-Cream Truck;02.01.2020;24.11.2023;19.99;19.66
60254-1;Race Boat Transporter;02.01.2020;21.11.2021;29.99;29.09
60255-1;Stunt Team;02.01.2020;28.11.2020;9.99;9.89
60257-1;Service Station;02.01.2020;10.12.2020;49.99;51.62
60258-1;Tuning Workshop;02.01.2020;01.11.2021;99.99;89.49
71699-1;Thunder Raider;02.01.2020;06.12.2020;49.99;110.33
71700-1;Jungle Raider;02.01.2020;01.01.2023;9.99;10.24
71701-1;Kai's Fire Dragon;02.01.2020;01.12.2021;19.99;19.39
71702-1;Golden Mech;04.01.2020;30.12.2020;39.99;126.82
71706-1;Cole's Speeder Car;02.01.2020;15.09.2021;9.99;13.33
71707-1;Kai's Mech Jet;02.01.2020;01.09.2021;19.99;26.05
71708-1;Gamer's Market;02.01.2020;18.10.2021;34.99;39.59
71709-1;Jay and Lloyd's Velocity Racers;02.01.2020;01.12.2021;29.99;40.37
